Content,Video title,Video publish time,Duration,Average view duration,Average percentage viewed (%),Unique viewers,Subscribers gained,Subscribers lost,Likes,Comments added,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
VStwS4-PKBY,🇮🇳Tricolour Simple Recipe🇮🇳#republicday #jaihind #healthierecipes24 #tricolor #shorts,"Jan 24, 2025",30,0:00:11,37.37,,1,0,17,0,1251,3.8726,1,2285,2.14
TL7b5My1Z8g,Vivek Oberoi and his Dubai life #vivekoberoi #dubai #bisibelebath #shorts,"Dec 14, 2024",60,0:00:22,37.23,,3,0,21,0,1298,7.7478,3,3756,4.42
bPyPY2Me58w,Kartik Aryan can eat Chole bhature all day😋🔥 #food #kartikaaryan #shortsvideo  #shorts,"Oct 23, 2024",15,0:00:13,88.83,,1,0,31,0,1993,5.0021,1,8577,5.06
f-yX8nOIFQc,Flaxseeds dry chutney ✨#shorts  #food flaxseeds chutney powder alsi ki chutney recipe,"Jan 17, 2024",47,0:00:28,60.92,,8,0,21,0,1317,10.1874,8,8604,3.51
XUmvdfKBme4,Kamala Harris cooks dosa✨🔥#shorts#kamalaharris #mindykaling#masaladosa,"Jul 25, 2024",39,0:00:21,54.95,,1,1,28,1,1235,6.9435,0,12233,2.35
jD5kS-PavDs,Yellow chutney with Spongy dhokla#healthierecipes24 #shorts #yellowchutney,"Dec 13, 2025",59,0:00:29,49.38,,1,0,36,2,2271,9.5898,1,587,3.24
qD3UDmqRwLo,make dry fruits at home#healthierecipes24 #shorts,"Apr 7, 2025",68,0:00:42,62.84,,0,0,36,0,2103,13.0625,0,6141,3.44
vnL3pJFZkUc,Malaika Arora eats food in a bowl✨#healthierecipes24 #shorts,"Mar 15, 2025",50,0:00:19,39.06,,1,0,19,0,1087,5.6936,1,2633,5.28
J7OjJZXvOG0,"Shaheer Sheikh "" #dopatti "" movie star loves to eat.....    #shortvideo #food #rajmachawal","Nov 7, 2024",10,0:00:09,99.36,,1,0,24,0,1357,3.0494,1,5983,5.2
gimTJNyKGVM,Shalini Passi is Truly the Queen! #shalinipassi #food #soup #healthierecipes24 #shorts,"Dec 16, 2024",52,0:00:18,34.64,,3,1,18,0,1046,5.1496,2,2437,5.09
1meLQx2MTRQ,Chashni puri✨ #rakshabandhan  #puri #food #recipe #shortsfeed,"Aug 9, 2024",59,0:00:28,47.51,,4,0,14,1,1024,7.9363,4,2639,0.68
2EQV2COxfao,The Untold Story of Mukesh Ambani and Bhajiya#ambani #shorts ambani wedding,"Jul 16, 2024",49,0:00:20,42.81,,2,0,19,0,1049,6.0186,2,2044,5.82
5Wm1WC8HPes,Navratri Vrat Thali #vratthali #navratrispecial #food #recipe #easythali #shorts #ytshorts,"Sep 20, 2024",50,0:00:22,45.1,,4,0,28,0,1053,6.4889,4,9275,3.87
c578WMYsLBs,KGF Star YASH loves Puliyogare #kgf #melkote #puliogare #rockingstaryash #shorts,"Dec 11, 2024",61,0:00:23,38.93,,0,0,16,0,1067,6.4752,0,4901,2.57
JJc_V-Wchy0,😳Vidya Balan's favourite South Indian dish#vidyabalan #bollywood #southindian #shorts#shortvideo,"Jul 13, 2024",41,0:00:21,51.75,,0,0,17,0,1025,5.7425,0,4202,2.88
sG1rBgBR4t0,Sugarless Kheer ✨#suji #kheer #shorts#jaggery #semolina,"Dec 20, 2023",40,0:00:24,60.04,,3,0,17,0,985,6.5186,3,1497,1.67
DEChGsFPhtM,VIRAT Kohli says Visualization is powerful ✨😍 #visualization#viratkohli #banglore#dosa #shorts,"Nov 15, 2024",41,0:00:15,36.99,,0,0,14,0,962,3.8803,0,2204,3.45
nnBLYIZFdfo,Turnip Noodles #kohlrabi #turnip #food #fitgreenmind #healthierecipes24 #shorts,"Dec 19, 2024",20,0:00:13,65.34,,4,0,22,1,1091,3.5318,4,6266,3.69
UBYbQBBiJws,Crunchy Poha ✨#healthierecipes24 #crunchypoha #shorts #snacks #trending,"Nov 7, 2025",48,0:00:23,49.38,,2,0,21,0,2093,6.5566,2,431,2.32
l4GUyO1PCqs,✨Sonam Kapoor's favourite childhood breakfast😍✨#sonamkapoor #shorts #seyalbread #healthierecipes24,"Nov 24, 2024",43,0:00:17,40.35,,1,0,11,0,935,4.3855,1,3335,2.82
0nXedFapdjw,"Sabji saga: Bite 3 = ""Bharda palya"" #healthierecipes24","Feb 18, 2025",55,0:00:33,61.26,,1,0,15,0,1173,8.8921,1,5559,4.23
NhUEoYwxlv0,🤩Deepika Padukone loves South Indian food♥️🍛 #food#deepikapadukone #shorts,"Oct 28, 2024",23,0:00:15,68.43,,0,0,15,2,940,3.8643,0,16611,1.28
MSvFTG2P7ic,🔥Korean Kimchi Ramen🍜 review#nissinramen #topramen  #koreankimchi #shorts,"Aug 16, 2024",47,0:00:26,57.28,,0,0,26,0,845,6.3048,0,1737,3.63
dIo7QxijMt8,White popcorn#shorts #jowar #sorghum #whitepopcorn #saiyaara #healthierecipes24,"Jul 27, 2025",59,0:00:29,49.17,,3,0,27,0,1813,7.1676,3,2514,4.46
i0PZWD6NmgA,🔥SPICY Orange Chutney✨🤤#shorts #youtubeshorts #dosa #chutneyfordosa #food #trendingshorts,"Feb 14, 2024",24,0:00:18,76.87,,2,1,18,0,941,4.5344,1,10176,3.25
1qpyjhLk8rY,Chana dal koshimbir✨ #chanadal#salad#foodvlog #shorts#shortsfeeds#shortsviral #shortstrend#pushpa2,"May 4, 2024",27,0:00:17,63.34,,0,0,19,0,1031,4.1044,0,4701,3.94
DrwN1zy10Rk,Beer biceps loves Milagai podi from Mysore cafe#ranveerallahbadia#beerbiceps #shorts,"Nov 8, 2024",33,0:00:18,55.63,,3,0,20,0,899,4.1094,3,2730,3.74
6hEwPxx6YbA,Akshaya Tritiya thali ✨🙏🏻 #healthierecipes24 #akshayatritiya #akshayatritiya2025 #food #shorts,"Apr 30, 2025",24,0:00:12,50.58,,1,0,8,0,2650,3.436,1,1368,6.36
zjKJ1-bstgE,Sweet potato benefits #healthierecipes24 #food #sweetpotato,"Feb 14, 2025",54,0:00:29,54.12,,1,0,18,0,806,6.3405,1,880,4.32
uzrLYn2ny-4,🏅🔫Manu Bhaker loves Aloo Paratha ✨#olympics #manubhaker#sports  #bhagavadgita#shorts,"Jul 30, 2024",41,0:00:15,37.64,,0,0,26,0,858,3.4041,0,5377,3.55
4Cp9FEAeZfg,Hotel style Masala DOSA|ORANGE chutney #recipe from #scratch #dosa #fyp #dosabatter,"Mar 1, 2024",253,0:01:00,23.9,,3,0,10,1,823,13.8207,3,16222,4.48
KrHb-OJ80Hk,Kangana Ranaut and R Madhavan pani puri competition✨🤩#panipurichallenge#shorts  #food,"Sep 27, 2024",39,0:00:15,40.54,,2,0,13,0,867,3.3792,2,4076,4.47
jWjYQxCd76Q,BUDGET Friendly HOMEMADE Dessert!🍯✨#shorts#youtubeshorts #icecream #figs #caramel #homemade,"Jan 5, 2024",26,0:00:14,54.92,,2,0,12,1,793,3.122,2,1626,3.81
5ejspBAs-3U,RIPE  Banana🍌 PURI #banana #paratha #puri #poori #shorts #ripebanana #india,"Jan 24, 2024",33,0:00:16,49.14,,2,0,8,0,806,3.4659,2,3075,1.14
RmufjVuICfU,🍔🧀✨#shorts #healthierecipes24 #food #yummy,"Feb 1, 2025",39,0:00:12,31.18,,0,0,19,0,771,2.5835,0,1158,3.11
l-dz_xrYG0s,🌶️🔥How to store Chilli's for longtime #shorts #chilli  #store #preserve #kitchentips,"Mar 15, 2024",19,0:00:19,100.47,,3,0,12,0,940,3.9713,3,6684,2.24
_yUi_IF8Oqc,Comedy Queen Bharti Singh's cooks Yummiest PULAO #bhartisingh #harshlimbachiya #recipe #shorts,"Nov 20, 2024",47,0:00:20,43.62,,2,0,17,0,770,4.2574,2,2296,3.14
Lysb2BqAjRc,🤢Street Food experience with Nargis Fakhri🙈#nargisfakhri #streetfood #food #gajarkahalwa,"Dec 28, 2024",49,0:00:18,37.2,,0,0,16,0,802,3.7285,0,5379,2.51
h2uNDU7ogHI,when your Home smells like desi chinese🤤🔥#healthierecipes24 #shorts,"Mar 17, 2025",59,0:00:25,43.02,,2,0,10,0,768,5.2383,2,7918,1.41
Y2BzRHk42Fs,How to make Mawa/Khoya modak(PART-1) #shorts #food #ganeshchaturthi #modak #2024 #easy #recipe,"Sep 5, 2024",52,0:00:27,52.35,,1,0,25,0,777,5.8033,1,4548,2.9
3ISqnHUb0ak,Bollywood Actor Sanya Malhotra's favourite#fondue #pavbhajifondue#sanyamalhotra #shorts,"Dec 9, 2024",60,0:00:16,26.86,,1,0,11,0,769,3.3202,1,4562,2.61
pGz3Aeac_18,This Bengali Chaat is too good🔥😋🤌🏻#bollywood #chaat #churmur #bengalicuisine #shorts #shortsvi,"Oct 29, 2024",32,0:00:16,51.74,,2,0,18,0,813,3.4722,2,4309,2.72
lfQxYrjIX0s,Kuzhi Panniyaram #healthierecipes24 #kuzhipaniyaram #recipe #shorts,"Nov 18, 2025",60,0:00:26,44.59,,0,0,25,0,1857,6.0227,0,701,4.71
GCJ0BI_fek4,Yellow crispy pipe✨😋#shorts #eveningsnacks #yellowpipe #viralvideo #healthierecipes24,"Dec 26, 2024",57,0:00:22,40.19,,1,0,15,0,781,4.6338,1,3599,4.47
RgXIRpUfzpk,Cinnamon Cures PCOD?! #cinnamon#gymshorts#shorts#pcod #pcos,"Jul 9, 2024",55,0:00:32,59.49,,3,0,16,0,857,6.7423,3,2467,7.17
eoDIscWAqQ8,🤌🏻GroundNut Chutney recipe✨#chutney #peanutchurney how to make peanut chutney foodies,"Apr 22, 2024",17,0:00:13,79.22,,2,0,19,0,714,2.6676,2,313,2.24
BviwYtp53j0,Drumsticks Curry recipe ✨#healthierecipes24 #drumsticks,"Mar 18, 2025",44,0:00:22,50.99,,0,0,13,0,795,4.5902,0,4220,3.39
ftdsdv-AKnc,"May 8, 2025","May 8, 2025",30,0:00:13,46.25,,1,0,11,0,4178,3.8905,1,365,1.64
KmsMflY38t8,Rajkumar Rao like famous Bun Maska from Pune! #bunmaska#chai #short#rajkumarrao#healthierecipes24,"Feb 2, 2025",43,0:00:18,43.52,,2,0,19,0,875,3.8604,2,2100,5
OXXZ-zjE1iE,🏏Cricket Star Ajinkya Rahane fav Kokum#shorts #ajinkyarahane #kokum #cricket #food,"Oct 21, 2024",28,0:00:17,62.23,,0,0,21,0,754,3.4592,0,2083,5.47
r4qpkyWpHDQ,The King of Bollywood (Happy Birthday Shahrukh Khan)#shorts,"Nov 3, 2024",24,0:00:14,59.63,,1,0,14,0,728,2.8244,1,6318,0.95
RQNc-beeoxE,Easy GHEE recipe ✨🧈#shorts #butter #ghee #homemade,"Aug 11, 2024",60,0:00:19,33.22,,1,0,13,1,709,3.9053,1,914,2.74
MdfRZo0zOn8,Priyanka Chopra is a fan of Stuffed parathas #paratha #priyankachopra #shorts #shortsfeed,"Aug 4, 2024",11,0:00:11,100.62,,1,0,15,0,722,2.1582,1,1299,3.39
3DtZ8P6RJBA,Obsessed with this song!#healthierecipes24,"Apr 11, 2025",53,0:00:20,37.88,,1,0,20,0,1691,4.4033,1,814,1.97
OVM5EjROmTQ,Sachin Tendulkar cooks Baingan ka Bharta #sachintendulkar#bainganbharta#shorts #shortsvideo #foodie,"Aug 6, 2024",57,0:00:26,45.62,,3,0,19,0,759,5.2728,3,1892,2.75
Rrrt_YnGrJk,Oats Banana Pancake🥞#pancake #healthybreakfast #shortsfeed #foodvlog #food #breakfast,"May 23, 2024",43,0:00:19,44.85,,1,0,15,0,713,3.8,1,2577,1.94
4ztMsD6DjXk,MIX SABJI Pakoda !#shorts #pakora #easyrecipe #food,"Jan 16, 2024",50,0:00:15,31.03,,5,0,21,0,668,2.8758,5,525,0.76
ul11JWtmx1s,Tricolour Idli🇮🇳|Independence day special #independenceday #tricolor#recipe#shortsviral #shorts,"Aug 14, 2024",50,0:00:26,53.01,,2,1,14,0,711,5.1267,1,4174,1.58
Uos62tI9WZg,Radhika Apte loves Modak! #healthierecipes24 #radhikaapte #modak #food #shorts,"Jan 27, 2025",52,0:00:24,47.15,,0,0,9,0,734,4.5871,0,8658,0.87
tyDLtf11WTc,Bhootnath lovess Aloo Paratha 😋✨#bhootnath #amitabhbachchan #banku #foodie#alooparatha,"Aug 2, 2024",40,0:00:27,68.53,,0,0,18,0,701,5.169,0,988,4.15
hahRYKb8o8M,✨Mukhwas recipe ✨ #healthierecipes24 #mukhwas #recipe #cooking #shorts,"Nov 13, 2025",48,0:00:24,51.13,,0,0,16,1,1903,5.0567,0,503,3.18
tJC685EIhqQ,"Sabji saga: Bite 2 =""easy Beetroot"" ✨#healthierecipes24 #sabjisaga #shorts","Feb 13, 2025",51,0:00:25,49.69,,0,0,15,0,676,4.666,0,1255,2.39
tnGc6TFk5gk,Easy Cheesy Kabab #healthierecipes24 #harabharakababrecipe #cheesy #easy #shorts,"Dec 24, 2025",106,0:00:25,23.89,,0,0,27,1,1681,5.341,0,603,3.32
6jwYUXRDoEQ,Viral Masala Eggplant#healthierecipes24,"Dec 26, 2025",56,0:00:21,38.74,,1,0,26,1,1567,4.4934,1,383,3.66
NeENl77QEcc,Instant Butter Murukku  #food#asmr #recipe #murukku #shortsvideo,"Sep 3, 2024",59,0:00:31,53.81,,3,0,13,0,688,5.9748,3,1073,0.93
diBClT0xsLk,I Made the Cutest Gnocchi On Earth,"Nov 14, 2024",60,0:00:24,40.68,,2,0,19,0,679,4.4953,2,6928,1.41
IQ1HL2HiKUo,(LEFTOVER)Rice✨#shorts #leftoverricerecipe #subscribe #share #food #support#thanksguys,"Feb 3, 2024",35,0:00:19,55.09,,0,0,11,0,666,3.5671,0,463,1.08
Trhou5fI3wI,The Secret Side of Indian Diplomacy#shorts #jaishankar,"Dec 12, 2024",57,0:00:15,27.67,,0,0,15,0,728,2.9139,0,3126,2.62
jjHHC1Ixxic,Vegetable Stew#coconutmilk#viral#youtubeshorts#trending#ytshorts#india#shortsvideo#shorts#stew,"Dec 29, 2023",40,0:00:19,49.07,,0,0,17,0,646,3.3953,0,1127,1.86
DGpvjCrvAP0,Do you guys like Papdi chaat??✨🔥#food #kritisanon #bollywood #chaat #shorts #chaats,"Oct 24, 2024",15,0:00:12,80.88,,0,0,17,0,700,2.1688,0,2833,2.79
3_UAXth3jGY,♥️Navratri Day 6| Honey🍎 Halwa #shorts#honey#applehalwa#food#navratrispecial,"Oct 8, 2024",54,0:00:20,38.67,,0,0,15,0,716,3.8364,0,1514,9.18
vge7iOU-WFk,Indian cricketer Ajinkya Rahane love Pithla Bhakri✨☺️ #food #indiancricket #pitlabhakri #shorts,"Oct 22, 2024",29,0:00:14,50.6,,1,0,15,0,679,2.6289,1,1482,5.13
Lxt6lC1d6bQ,AP DHILLON & Shinda try city version of saag#healthierecipes24 #apdhillon #shindakahlon #shorts,"Jan 13, 2025",59,0:00:20,35.11,,0,0,14,0,661,3.657,0,2608,2.76
pF58n2rvoBU,Natural sweet☑️ Refined Sugar❌#healthierecipes24 #naturalsweetner #food #shorts #recipe,"Mar 10, 2025",35,0:00:17,49.77,,1,0,9,0,665,3.0467,1,604,2.15
pxobbDzA9RM,Last post of 2024! Let's Welcome 2025🤩✨#gratefulforyou  #thankyouforwatching #shorts,"Dec 31, 2024",46,0:00:22,49.48,,3,0,25,0,623,3.9082,3,1328,3.54
mUcDfRzXNlw,Tomato Thokku ✨#healthierecipes24 #recipe #food #tomtothokku #thakkalithokku,"Sep 19, 2025",58,0:00:20,34.56,,3,0,12,0,2533,4.3177,3,3075,2.15
e-0dtoIOzPg,What's inside Watermelon seeds?#healthierecipes24 #whatsinside #shorts,"Apr 18, 2025",40,0:00:21,54.9,,2,0,10,0,1544,4.1139,2,1480,2.5
h3_xJQOpQE0,Bobby Deol's childhood favorite😁✨#lauki#bottlegourd #food #shorts#shortsfeed#fyp #bollywood,"Jul 9, 2024",41,0:00:20,50.98,,2,0,15,0,625,3.5688,2,458,3.06
8Mqk_QQPgjE,Maggi and flakes ✨ #newmusic #healthierecipes24 #edsheeran,"Jun 6, 2025",40,0:00:18,46.82,,0,0,16,0,2015,3.7218,0,1735,5.24
kMvFGY5C24g,Ketchup in bhel#healthierecipes24 #bhel #recipe #shorts #trending,"Dec 30, 2025",31,0:00:17,57.71,,1,0,17,0,1410,3.5625,1,481,3.95
gVYkv73S8cg,Kusube Palya ✨#healthierecipes24 #recipe #safflower #kusubepalya #northkarnataka,"Dec 22, 2025",59,0:00:30,51.15,,2,0,15,0,1479,5.5423,2,650,4.31
9-cS6pLmdHs,Instant Poha Dosa for Breakfast ✨☺️#dosa #pohadosa #breakfast #recipe #food,"Oct 25, 2024",46,0:00:17,39.65,,0,0,8,0,639,3.0086,0,5472,1.24
J92mRYVMaU0,Gym coach Nitesh's Fat Burner Drink #fatburn#fyp #shorts #shortsfeed@theniteshfitnessempire85,"Jul 4, 2024",27,0:00:18,69.1,,3,0,28,0,623,3.2081,3,1733,4.67
z-Y08v8wk4Q,Leftover Daal sabji ✨ #healthierecipes24 #food #leftover,"Mar 21, 2025",45,0:00:21,46.72,,3,0,12,0,650,3.4658,3,1940,2.32
n7Rs9IuDKwk,noodles or Maggi ✨ #recipe #merimaggi #snacks #maggi #maggirecipe #shorts #healthierecipes24,"Aug 22, 2025",24,0:00:12,52.72,,0,0,12,0,1768,2.6076,0,1157,2.85
R1GJz-nu4rM,What's your Weird food combo? #healthierecipes24 #weirdfoodcombo,"Jun 2, 2025",36,0:00:16,46.12,,2,0,14,0,1588,3.1587,2,705,1.7
FwvFg4HhhxA,South Indian White Gravy♥️ #recipe #healthierecipes24 #whitegravy #gravy #sabji #shorts,"Aug 25, 2025",59,0:00:24,41.72,,4,0,21,0,1653,4.5676,4,825,1.33
41umlkwHJUA,Jackie Dada shares secret to success#jakieshroff#ranveerallahbadia #bhindi #shortsviral #shorts,"Nov 28, 2024",28,0:00:16,58.68,,0,0,10,0,619,2.6773,0,2277,2.06
hVxm47c2Fs4,Newest Healthy breakfast recipe✨🔥🤩#shorts #breakfast #healthierecipes24,"Jan 14, 2025",62,0:00:26,43.13,,1,0,7,0,598,4.4214,1,1094,1.01
JXgn-OgfxT4,Quickest dosa #recipe #healthierecipes24 #rava #breakfast #easyrecipe,"Aug 12, 2025",45,0:00:22,49.64,,1,0,17,2,2013,4.3119,1,483,2.69
XDcuVm1yKF8,Fancy Cutlery✨#healthierecipes24 #shorts #meesho #cutlery #fancy,"Sep 21, 2025",26,0:00:12,47.24,,2,0,22,1,1733,2.5807,2,775,2.58
lIdK_pRFmvU,Creamy Cauli🥦✨😌#shorts #creamycauli #healthierecipes24  #recipe #sabji,"Dec 30, 2024",61,0:00:20,34.41,,0,0,12,0,591,3.4244,0,2418,2.15
aQ5vERWcnvE,Crispy Green Dose#healthierecipes24 #pesarttu #moongdalchilla #shorts,"Sep 13, 2025",59,0:00:20,35.03,,0,0,18,1,2092,3.9941,0,734,2.18
RFmUPBN0TII,✨Masala Khichdi without masala ✨ #recipe #healthierecipes24 #masalakhichdi #shorts,"Nov 15, 2025",57,0:00:18,32.29,,1,0,17,1,1287,3.3738,1,506,4.15
I9NIFN3Ir9g,Unfermented Appe✨#healthierecipes24 #appe #pudd #paniyaram #food #shorts,"Oct 24, 2025",59,0:00:28,47.97,,2,0,25,1,1640,5.0426,2,1338,2.54
Mwdk_NPVsDc,My monsoon fav #shorts #monsoon #favorite #recipe #easyrecipe #food,"Aug 31, 2025",43,0:00:18,44.07,,3,1,16,0,1871,3.5905,2,525,2.29
kLAiIXH6i5c,Madhuri Dixit's favourite♥️🔥 #bollywood #dahiwada #shorts #shortsviral,"Oct 27, 2024",10,0:00:09,99.71,,0,0,14,0,591,1.61,0,785,2.93
ZgD30yocUC4,unique Salad Recipe #healthierecipes24 #recipe #saladrecipe #shorts #shorts,"Nov 29, 2025",58,0:00:17,31.01,,0,0,29,2,1635,3.4259,0,472,4.24
sWyFZScX400,Actor Rakul Preet made this recipe✨#shorts#shortsfeed#viral #rakulpreetsingh,"Jul 11, 2024",60,0:00:22,37.24,,0,0,10,0,591,3.5871,0,959,2.82
vtYx4jkLbHw,Foxnut Bhel ✨#healthierecipes24 #shorts #makhana #makhanabhel #food,"Dec 18, 2025",42,0:00:21,52.24,,1,0,15,0,1252,3.9284,1,720,3.61
9FUllcE1Xkw,✨🪔Be festive Ready 🪔✨#healthierecipes24 #homemade #mukhwas #recipe #shorts,"Sep 9, 2025",58,0:00:14,25.68,,1,0,21,1,1465,2.7515,1,725,2.76
3pWq9ZXBWbo,"May 4, 2025","May 9, 2025",25,0:00:14,59.22,,1,0,13,0,1661,2.8025,1,357,3.08
S5WwY0FKKJk,Shahrukh Khan shares childhood memory#shorts #shahrukh #srk #coffee #thermos,"Nov 9, 2024",32,0:00:16,50.63,,2,0,6,0,591,2.5458,2,1626,3.14
GDwZMiz1GZA,Instant Butter Chakli #healthierecipes24 #instantchakli #butterchakli #beginnerfriendly #shorts,"Sep 4, 2025",55,0:00:22,41.22,,2,0,19,1,2089,4.1749,2,631,2.69
boVDDuClN2I,Shark tank Star Namita Thapar loves Masale bhat✨#healthierecipes24 #namitathapar #food,"Feb 10, 2025",94,0:00:16,17.41,,1,0,10,0,603,2.596,1,1783,3.31
HI-ztNM6Hdc,Easy Wheat Gulab Jamun #healthierecipes24 #gulabjamun #food #shorts #shriganesh,"Sep 6, 2025",55,0:00:17,31.76,,3,0,15,1,1304,3.041,3,594,3.54
LDvtQOqvYuw,✨Patto ki sabji✨#healthierecipes24 #pattokibhaji #food #northkarnatakarecipe,"Dec 31, 2024",334,0:00:37,11.13,,2,0,5,0,586,6.0533,2,7543,6.69
vWghvSgJdbA,Tanghulu with jaggery🍡✨#tanghulu #shorts #viral #healthierecipes24 #fypシ #fyp,"Jan 26, 2024",25,0:00:25,101.88,,0,0,24,0,719,4.5132,0,4916,6.14
vq7ON1GrUiY,✨Creamy Paneer Bhurji #shorts #paneerbhurji #asmr,"Aug 24, 2024",60,0:00:20,34.26,,1,0,22,0,565,3.221,1,622,2.41
gqPz2Shhluk,Quickest Chutney✨ #healthierecipes24 #chutney #recipe #shorts,"Jan 6, 2026",29,0:00:12,44.35,,1,0,12,1,1471,2.4314,1,531,4.33
7OrkwC3nMjo,What's your lazy sunday feast??#healthierecipes24 #sundayfeast #food #lazysunday,"Feb 9, 2025",56,0:00:15,27.42,,0,0,7,0,579,2.3956,0,1689,2.9
P2-inG02CrA,How to use Neem leaves?#bevubella #healthierecipes24,"Mar 14, 2025",46,0:00:18,40.69,,0,0,9,0,589,2.9216,0,709,2.4
_vob4Ykc2J4,Easy Chana drink #drink #food #sattudrinkrecipe #satturecipe #ankitbaiyanpuriyashorts,"Jul 23, 2024",20,0:00:19,95.95,,1,0,15,0,623,3.0152,1,3205,8.11
T1I_JtHRoWo,Easy puchka✨🤍#healthierecipes24 #puchka #fuchka #shorts #recipe,"Sep 18, 2025",56,0:00:20,35.78,,1,0,15,1,1716,3.637,1,773,2.72
xgNkvlc051k,Coconut 🥥 rice#healthierecipes24 #recipe #coconutrice #shorts,"Dec 5, 2025",46,0:00:20,44.34,,3,0,22,0,1890,3.7831,3,413,3.39
