content_id,video_title,publish_date,duration_sec,avg_view_duration,avg_perct_viewed,subs_gained,subs_lost,likes,comments,views,watch_time_hrs,subscribers,impressions,ctr,conversion_rate,month_year,engagement_rate
Mr_CTY2E96g,Mix Veggie Paradise🥗✨💙#shorts #vegetablesalad  #vegetableraita #healthyfood,2024-01-28,25.0,10.0,42.4,1,0,6,0,208,0.6103,1,249,0.0,0.4807692307692308,2024-01,2.88
sjSDSTT3jGA,just an evening snack #healthierecipes24 #garlicbread #noodles #pizza,2025-06-05,12.0,10.0,84.46,0,0,9,0,953,0.8812,0,1090,4.31,0.0,2025-06,0.94
YJXU-HUbQZA,ANOKHA Salad✨ #shorts #food #viral #10second #homemade,2024-01-29,16.0,10.0,70.91,1,0,7,0,206,0.6029,1,162,0.62,0.4854368932038834,2024-01,3.4
5EKjTEWkp3w,Homemade IMMUNITY BOOSTER #immunitybooster #sadhguru #homemaderecipe #shorts,2024-11-30,50.0,37.0,75.7,0,0,8,0,252,2.2288,0,3362,2.05,0.0,2024-11,3.17
SoodEE_wbhg,Craving for fried food 🍟✨#shorts #youtubeshorts #cravings #friedfood,2024-09-14,27.0,13.0,48.49,0,0,7,0,215,0.7039,0,1592,3.39,0.0,2024-09,3.26
f_Vt7ASQnOA,Sabu khichdi✨☘️#shorts #viral #homemade #sabudana #sankashti #sabudanakhichdi,2024-01-29,48.0,24.0,50.09,2,0,6,1,199,1.3031,2,515,1.17,1.0050251256281406,2024-01,3.52
HrO_BRzP2TY,Entire Prasad Thali#shorts#ytshorts,2024-09-13,56.0,18.0,33.9,0,0,9,0,214,1.0006,0,3558,3.01,0.0,2024-09,4.21
Pqo8_Xj9YKs,Panipuri | Satisfying Street Food Vibes♥️😋✨#shorts,2024-08-23,60.0,23.0,39.44,0,0,11,0,187,1.2235,0,361,1.66,0.0,2024-08,5.88
KUHw2Bp4ang,Desi Spicy Besan PITHLA - A Taste of Home in Every Spoonful!🌶️🍲✨#besan#sabji#shorts  #viral,2024-01-09,27.0,20.0,75.47,1,0,5,0,189,1.033,1,1352,2.37,0.5291005291005291,2024-01,2.65
KnXCe7vwVVU,How to make Bread bajji#breadpakoda #youtubeshorts#shorts#viral,2023-12-22,40.0,20.0,50.14,0,0,8,0,184,1.0199,0,1031,1.65,0.0,2023-12,4.35
o6GotRt9u0Y,Extra crispy bhajji✨#healthierecipes24  #cauliflower #crisp #food #bhajji,2025-04-06,58.0,31.0,54.99,1,0,7,1,491,1.5866,1,813,1.6,0.2036659877800407,2025-04,1.63
4yhzbmrw2dE,Only 4 spoons ghee Besan laddu ✨🔥#shortsvideo #shortsfeed #shorts #laddu #noghee #easyrecipe,2024-08-26,57.0,26.0,46.52,0,0,10,0,172,1.253,0,2618,1.3,0.0,2024-08,5.81
kVOrthjafpo,Masala Upma/Vegetable upma #youtubeshorts#shorts#masalaupma#vegetableupma,2024-01-03,28.0,16.0,60.27,0,0,8,0,177,0.8168,0,929,1.94,0.0,2024-01,4.52
meb5R-dLcBI,Banana+mint Smoothie😋✨ #healthierecipes24 #shorts #foodvlog,2024-04-30,30.0,14.0,49.93,0,0,7,0,166,0.6663,0,359,3.06,0.0,2024-04,4.22
debfs6X1uN4,Ratha Saptami Pooja🌞💙#rathasaptami #homemade #ritual #happiness #festival #colourful,2024-02-17,25.0,15.0,61.83,1,0,10,0,209,0.7314,1,6214,0.63,0.4784688995215311,2024-02,4.78
2-C1ilNiGLg,🪔Diwali Faral Thali ✨🪔🙏,2024-10-31,57.0,29.0,51.12,2,0,7,1,255,1.3985,2,3806,2.6,0.7843137254901961,2024-10,3.14
5yZ7UXsl_A4,Immunity laddo #healthierecipes24 #hanumanjayanti,2025-04-11,286.0,43.0,15.23,1,0,7,0,161,1.9477,1,9717,1.26,0.6211180124223602,2025-04,4.35
YupRiXZ3c_k,Tapioca pudding✨🌸#tapioca #sabudanakheer  #vratkakhana   #shorts #shortsfeed,2024-01-30,34.0,15.0,45.36,1,0,5,0,151,0.6433,1,528,1.14,0.6622516556291391,2024-01,3.31
IkxXEbEW61o,(Leftover)Roti Poha #leftoverrotirecipe  #shorts#youtubeshorts #viral#trending,2023-12-23,34.0,20.0,60.29,1,0,11,0,166,0.9399,1,937,3.42,0.6024096385542169,2023-12,6.63
fZtiDuwvECA,Vegetable Saagu|South Indian Special|Mix Veg Gravy #healthierecipes24 #vegetablesaagu#saagu#ytvideo ,2025-12-22,190.0,46.0,24.72,1,0,4,0,182,2.3746,1,3822,3.79,0.5494505494505495,2025-12,2.2
ike60KTPRo0,Fresh Mango Milkshake 🥭✨#mango #milkshake#foodvlog#fyp#shorts #shortsvideo#shortsfeedunique skill,2024-05-02,34.0,14.0,41.46,0,0,12,0,144,0.5639,0,185,2.16,0.0,2024-05,8.33
mjgPCUNHN74,✨This roti doesn't need water✨ #healthierecipes24 #cucumberroti #recipe #shorts,2025-11-25,58.0,18.0,32.09,2,0,9,1,905,1.1322,2,513,3.12,0.2209944751381215,2025-11,1.1
gF83iBVp9Ck,Kokum/Amsol Saar Must try!🧡#kokum#saar#shortsvideo#youtubeshorts#trendingshorts#viral#shortsvideo,2023-12-19,26.0,15.0,59.36,0,0,10,0,211,0.6896,0,2691,2.3,0.0,2023-12,4.74
mItp2fhG2v8,I Made Instant Peda for Ganesh Chaturthi! #shorts #ytshorts #ganpati #modak #modakrecipe #mawa,2024-09-12,39.0,19.0,49.66,1,0,10,0,177,0.865,1,5074,1.14,0.5649717514124294,2024-09,5.65
5oL8g2OJKMk,EASY DAL GAJAR |Healthy & Flavorful Sabji Recipe!🌱🥕✨#shorts #carrotrecipe #carrot,2024-01-08,22.0,13.0,61.48,1,0,3,0,146,0.5049,1,1129,2.3,0.684931506849315,2024-01,2.05
tMsnAwvRDfI,SESAME Surprise✨!#shorts #viral #homemade #traditionalfood,2024-01-15,46.0,22.0,48.39,0,0,7,0,150,0.8756,0,3968,1.03,0.0,2024-01,4.67
UvjPWPkRg44,💛Dosakaya/Yellow cucumber sabji Must Try!#cucumber#trending#youtubeshorts,2023-12-18,58.0,19.0,33.11,1,0,11,0,168,0.855,1,876,3.77,0.5952380952380952,2023-12,6.55
UnXWp_GkeRM,SIMPLE Fruit chaat recipe🤩❤️✨#shorts #fruitsalad #fitness #fit #viral #healthy #fruitchaat,2024-02-16,34.0,11.0,35.07,0,0,6,0,136,0.4474,0,480,1.04,0.0,2024-02,4.41
nXZijtuO_8c,Instant Sweet potato Recipe|easy#recipe#food #shorts #breakfast,2024-11-11,41.0,18.0,43.94,1,0,7,0,134,0.661,1,1687,1.96,0.7462686567164178,2024-11,5.22
-3cdeJ9H6rU,Pav Bhaji pulav!? #tawapulao#youtube#shorts#leftoverricerecipe#ytshorts,2023-12-22,41.0,20.0,50.27,0,0,16,1,149,0.848,0,441,2.95,0.0,2023-12,11.41
QlVueEO7D1I,SabuVada!#sabudanavada#youtubeshorts#food#shortsvideo#viralshorts#trending#viral#india#tasty,2023-12-17,56.0,25.0,45.34,1,0,13,0,145,1.0159,1,366,4.64,0.6896551724137931,2023-12,8.97
IHZJk661xj4,Rava Dosa😁#suji #fypviral #shorts #shortsfeed #foodvlog #foodievlog #viral,2024-04-19,50.0,18.0,37.4,0,0,6,0,121,0.6238,0,247,1.21,0.0,2024-04,4.96
C9dhKOxGKIg,Sabji Saga: Bite1 -  Healthy Radish#healthierecipes24 #radish #sabji #sabjisaga #shorts,2025-02-08,55.0,21.0,39.44,0,0,4,0,138,0.7633,0,1610,1.8,0.0,2025-02,2.9
Y3c0ipj9-qM,Instant Mix Flour Dosa#mix#flour#dosa#dosabatter#instantdosa#shorts#viral#youtubeshorts,2023-12-29,43.0,22.0,53.22,1,0,5,0,121,0.7518,1,341,2.35,0.8264462809917356,2023-12,4.13
jnJZWxSY0UI,Yumm Maharashtrian masale bhat#simple #masala#rice#shorts#trending#viral#food#masalebhat#quickdinner,2023-12-28,37.0,17.0,48.38,0,0,6,0,116,0.5675,0,4077,0.78,0.0,2023-12,5.17
m-KWgMRlasI,Trust God's timing✨ #healthierecipes24 #trust #faith #godsplan #shortsviral #love,2025-03-30,14.0,16.0,115.08,1,0,8,1,182,0.5396,1,475,1.68,0.5494505494505495,2025-03,4.95
cNUBopm0AOg,Corn recipes #sweet#corn#youtubeshorts#viral#trending#shorts#cornrecipe#easyrecipe,2023-12-30,29.0,15.0,54.26,0,0,8,0,121,0.5247,0,281,1.78,0.0,2023-12,6.61
kMV_stpEp-4,Flavours of India in every layer✨🇮🇳#tricolorsalad #republicday #healthierecipes24 #shorts,2025-01-26,156.0,16.0,10.81,0,0,5,0,115,0.5216,0,842,0.71,0.0,2025-01,4.35
xOWiat11qOw,Alia Bhat's Favourite dessert✨ #healthierecipes24 #nooven #recipe #shortsfeed,2025-05-31,60.0,23.0,39.88,0,0,8,1,543,0.9571,0,776,1.68,0.0,2025-05,1.66
wBH3Oo6t1Wc,Chawal KHEER🤤✨#shorts #kheer #food #ricekheer #homemade #ytshorts #creamy #피아노 #음악 #piano,2024-02-13,57.0,21.0,38.4,0,0,9,0,113,0.6754,0,260,1.15,0.0,2024-02,7.96
i9eQD2EJaIM,"🥰Til, Gud Ghya Ni God God Bola✨#haldikumkum #healthierecipes24 #viralvideo",2025-01-23,52.0,17.0,33.14,0,0,6,0,123,0.5487,0,886,0.9,0.0,2025-01,4.88
LhXDJ_uym38,Tricolour Poha Recipe|Republic day special|Easy Tricolour recipes#republicday#tricolourpoha,2025-01-24,217.0,50.0,23.21,1,0,4,0,117,1.6367,1,2553,3.6,0.8547008547008548,2025-01,3.42
EF8FqYjiKFA,The quickest Sabji ever #healthierecipes24 #recipe #shorts #sabji,2025-09-11,51.0,22.0,44.07,0,0,9,0,408,0.8017,0,791,2.02,0.0,2025-09,2.21
bZLPY3GGh_U,🤯Masala Chaas with no masala✨#buttermilk #ytshorts #food #healthierecipes24 #fyp #herway #music,2024-04-01,54.0,18.0,34.65,0,0,8,0,107,0.5561,0,305,2.3,0.0,2024-04,7.48
KKVg2J0tnQs,Easy Papad Making recipe|Step by Step|Easy and Crispy(homemade papad|easy papad recipe),2024-04-23,251.0,53.0,21.39,2,0,1,0,113,1.6852,2,2320,4.44,1.7699115044247788,2024-04,0.88
NtEJCjkKBbw,"Sabji saga: Bite 4 ""Easy peasy Potato#healthierecipes24 #sabjisaga #shortsvideo",2025-02-19,42.0,20.0,51.08,0,0,8,0,127,0.6397,0,859,2.68,0.0,2025-02,6.3
69jK7UGqIbc,Karnataka special Rotti #healthierecipes24 #recipe #akkirotti #shorts,2025-04-25,58.0,29.0,50.2,2,0,7,0,423,1.0366,2,1772,1.86,0.4728132387706856,2025-04,1.65
hStGHJGndgE,Ugadi Traditional recipe ✨🥭#ugadi#gudipadwa #happynewyear #shorts #shortsyt #fyp #fypyoutube,2024-04-09,51.0,22.0,43.36,0,0,12,0,118,0.6478,0,1380,1.16,0.0,2024-04,10.17
UUpwQII73Ko,Pachak Lemon Pickle #healthierecipes24 #achaarrecipe #pachakam,2025-04-16,369.0,77.0,20.95,1,0,5,0,106,2.2763,1,6361,1.35,0.9433962264150944,2025-04,4.72
rSwW5DtmY2U,Instant Chutney 🔥#food #chutney #cooking #viralvideo #shortsvideo #shortsfeed #shorts,2024-11-17,47.0,30.0,65.93,0,0,4,0,117,0.8991,0,7887,0.27,0.0,2024-11,3.42
gCBSCTTBN2s,🎃Jack-o'-lantern🎃#healthierecipes24 #food #halloween #jackolantern #pumpkin#shorts,2025-10-29,48.0,11.0,23.67,1,0,8,0,603,0.5183,1,533,1.69,0.165837479270315,2025-10,1.33
P5qHkjpc61g,✨PHOOL Gobi#shorts #gobi #cauliflower #recipe🥦,2024-02-01,47.0,18.0,38.4,0,0,9,0,104,0.5214,0,1779,0.28,0.0,2024-02,8.65
_0wnTAhaM0U,Indian street food: Pav Bhaji| Street food|Chaat #pavbhaji #healthierecipes24,2024-05-10,140.0,35.0,25.24,0,0,0,0,98,0.9618,0,2020,4.7,0.0,2024-05,0.0
2Z7N7-ai5HI,😋LIP SMACKING✨#misalpav  #shorts #viral #streetfood #india #trending,2024-01-09,52.0,16.0,32.69,1,0,3,0,94,0.44,1,387,0.52,1.0638297872340423,2024-01,3.19
POLoXipA1Xs,Ragi Ambil! #summerdrink  #beattheheat #youtube,2024-03-15,97.0,33.0,34.87,1,0,4,0,109,1.024,1,2474,3.07,0.9174311926605504,2024-03,3.67
gRSFIX20rNw,Saviyan maggi#healthierecipes24 #food #seviyanmaggi #maggi #shorts,2025-05-20,40.0,19.0,47.54,0,0,5,0,428,0.6407,0,374,0.8,0.0,2025-05,1.17
NBu_exusL-A,EASY KAJU CURRY ✨🤤🍛 #shorts #youtubeshorts #food #kajucurry,2024-03-01,57.0,20.0,35.56,1,1,7,0,101,0.547,0,818,1.34,0.99009900990099,2024-03,6.93
l5HjAqeFgqM,Mamma's Special #food #drumsticks #curry #youtubeshorts #fyp #foryou,2024-03-21,52.0,22.0,42.42,0,0,9,1,95,0.5644,0,764,1.31,0.0,2024-03,10.53
zld7ZGwllQY,Easy way to make Appam at home✨ #healthierecipes24  #appam #palappam #food #keralafood #recipe,2025-02-03,227.0,54.0,24.05,0,0,5,0,95,1.4406,0,1544,4.99,0.0,2025-02,5.26
p3t4_-G01VQ,Ganpati Bappa morya ✨🥰🙏🏻🌼 #ganeshchaturti2024 #ganeshchaturthi'24 #ganapatibappamorya #food #shorts,2024-08-31,21.0,11.0,53.44,0,0,9,0,93,0.2817,0,570,2.46,0.0,2024-08,9.68
OrRMlMqKaoU,Navratri Day 1 Prasad 🌼#navratri2024 #navratrispecial #food #ghee#shorts,2024-10-03,31.0,17.0,57.72,0,0,5,0,111,0.4623,0,1908,2.31,0.0,2024-10,4.5
u7xd9YyrKeg,Corn Roti/Makke Ki Roti#youtubeshorts #makkediroti #healthylifestyle,2023-12-16,35.0,17.0,50.28,0,0,10,0,99,0.4839,0,159,3.77,0.0,2023-12,10.1
3Fc8dw2Xs1Q,Homemade fat loss drink by Gym coach Nitesh✨#shorts#fatloss#fitness#heathylifestyle,2024-07-13,17.0,16.0,98.8,0,0,8,1,121,0.4532,0,1209,2.89,0.0,2024-07,7.44
fK9OhYDdkvA,Instant Palak paneer recipe #palakpaneer #sundayspecial #lazysunday #music,2024-07-28,60.0,36.0,61.33,0,0,8,0,90,0.9199,0,2591,1.62,0.0,2024-07,8.89
AuwEGrj8ot8,Childhood memories #recipe #recipe #food #healthierecipes24 #ragdapattice #streetfood #easyrecipe,2025-08-19,57.0,20.0,36.28,1,0,9,0,301,0.5627,1,448,0.89,0.3322259136212624,2025-08,2.99
nCaRHi8y2l0,Wheat 🌾 Panjiri|Ram Navami Special|Traditional Sweet #ramnavami #traditionalsweets,2024-04-16,72.0,37.0,51.93,0,0,2,2,89,0.9244,0,1171,5.38,0.0,2024-04,4.49
WR6KPiF7QKY,Exotic twist: Spicy mango chutney 🌶️🔥✨#shorts #rawmango #foodvlog #healthierecipes24 #fyp #shorts,2024-04-19,24.0,12.0,52.39,0,0,8,0,87,0.2906,0,295,1.02,0.0,2024-04,9.2
MBlVujQh6J0,Easy Mawa Paratha #mawaparatha #recipe#tastyrecipes#shorts#ytshorts,2025-04-20,61.0,20.0,34.35,0,0,5,0,265,0.5606,0,1020,2.45,0.0,2025-04,1.89
ZdGSSEsNkUw,No Sugar Gulab jamun #healthierecipes24 #recipe #jaggery #gulabjamun #shorts,2025-09-12,56.0,29.0,51.84,0,0,8,0,492,0.8203,0,984,2.24,0.0,2025-09,1.63
9PMAOWLzrFs,onion mango chutney🌶🔥#shorts #food#chutneysouth indian onion chutney,2024-05-25,34.0,15.0,44.19,0,0,7,0,91,0.3572,0,1125,1.07,0.0,2024-05,7.69
Nc0Ta_aG2XY,Must Try this yummy Quick Amla Chutney #youtubeshorts #amlachutney #healthylifestyle,2023-12-16,44.0,22.0,50.38,0,0,9,0,80,0.4926,0,103,1.94,0.0,2023-12,11.25
XFcrYmQXLgA,Shubh Deepawali 🪔✨#healthierecipes24 #food #diwali #diwalispecial #diwali2025,2025-10-20,46.0,15.0,34.23,0,0,10,0,800,0.5614,0,391,0.77,0.0,2025-10,1.25
kMif2PUgn_Q,Banana Hearts🥰 #healthierecipes24 #recipe #fries #shorts,2025-06-04,50.0,24.0,48.11,1,0,7,0,325,0.5768,1,702,2.56,0.3076923076923077,2025-06,2.15
z2L-1F-5ZxY,Maharashtrian bhaat?#healthierecipes24 #food #masalebhat #shorts,2025-03-06,95.0,35.0,37.38,0,0,7,1,94,0.7765,0,442,3.85,0.0,2025-03,8.51
FdzLuwA12aA,Tasty Quick and easy Sweet Potato snack!Must Try#sweetpotato#trending#healthylifestyle#youtubeshorts,2023-12-13,34.0,17.0,52.83,0,0,11,0,106,0.5108,0,217,10.14,0.0,2023-12,10.38
yFO_Myle85g,Sankranti Special| Complete Bhogi Thali Recipe|HealthieRecipes24#healthierecipes24 #sankranthi,2026-01-13,362.0,42.0,11.64,0,0,2,1,71,0.8312,0,2206,2.81,0.0,2026-01,4.23
oOWXoB6NQmA,Palak Roti|Green roti|Nutritious Healthy Easy meals! #spinach#paratha#healthyfood #fyp,2024-03-22,149.0,54.0,36.85,0,0,2,0,72,1.0982,0,2427,2.47,0.0,2024-03,2.78
Gy92qQt5xbQ,🎀Bow Snack ✨#healthierecipes24 #snacks #bowsnack #shorts #crispy #food,2025-09-08,49.0,18.0,37.77,0,0,6,1,362,0.4864,0,530,2.26,0.0,2025-09,1.93
XmkD3bzdtyA,"One Thali, All Vrat Recipes✨#healthierecipes24 #vratthali #vrat #upvasrecipe",2025-02-27,591.0,100.0,16.99,0,0,6,0,72,2.0076,0,2212,2.67,0.0,2025-02,8.33
wODM_g2wBrA,Veg Korma thali✨🔥#korma #thali #puri #indianfood #fyp #shortsyt #viralnow #wecantbefriends,2024-04-02,58.0,20.0,35.89,0,0,8,0,69,0.3831,0,414,1.21,0.0,2024-04,11.59
yTvDfNFnx4E,Healthy Cluster Beans/Gavar beans! #shorts#clusterbeans           #food#viral#easyrecipe,2024-01-09,31.0,18.0,58.2,0,0,4,0,80,0.3525,0,701,2.14,0.0,2024-01,5.0
bWelf4VbNDA,THALIPEETH|Full Healthy Breakfast|Maharastra breakfast#thalipeeth#healthierecipes24thalipeeth recipe,2024-05-11,189.0,59.0,31.66,1,0,2,0,69,1.1467,1,2931,2.01,1.4492753623188406,2024-05,2.9
XEgo_QNc-NY,Quick Yummy Amla Chutney#youtubeshorts #trending#amlachutney #amla,2023-12-16,38.0,15.0,40.32,0,0,11,0,63,0.2681,0,146,4.79,0.0,2023-12,17.46
X_9K3BcTQlQ,"May 2, 2025",2025-05-02,6.0,12.0,204.61,0,0,7,0,521,0.3444,0,302,0.99,0.0,2025-05,1.34
s8W5VIuP_ps,Guilt free halwa!#healthierecipes24 #halwa #guiltfree,2025-04-19,58.0,23.0,40.74,0,0,6,0,236,0.4781,0,847,2.48,0.0,2025-04,2.54
KIDSLC3inak,Frankie🌯✨ #newsong #midnight #cravings #shorts #vairal,2024-07-21,58.0,14.0,25.54,0,0,8,0,57,0.2269,0,440,2.5,0.0,2024-07,14.04
MfZCqG0ZStc,Padwa celebration🏡✨♥️🥭 #festivevibes#rangoli #festivalfoods#aamras #shortsyt#indiandrillbeat,2024-04-10,49.0,24.0,50.48,0,0,9,0,67,0.3943,0,1342,1.19,0.0,2024-04,13.43
IWk9rwyRt4I,Prasad thali special|Festival thali #navami #jaishreeram #prasadthali #healthierecipes24viral video,2024-04-17,320.0,30.0,9.6,0,0,3,0,60,0.5123,0,1130,4.34,0.0,2024-04,5.0
lx8dRip74fg,Masala Okra|Easy Bhindi sabji in 2mins #okra #bhindirecipe #foodvlog #healthierecipes24bhendi fry,2024-05-01,100.0,45.0,45.68,0,0,3,0,58,0.736,0,2276,2.2,0.0,2024-05,5.17
BTavDx17KF0,💜Purple chutney💜 #food #healthierecipes24 #purplechutney #shorts,2025-05-15,28.0,14.0,52.56,0,0,5,0,248,0.3021,0,637,1.41,0.0,2025-05,2.02
PX429VLcPRM,aloo methi Pakodas ✨#healthierecipes24 #recipe #pakoda #fry #shorts #snacks,2025-11-27,59.0,146.0,248.96,0,0,10,0,226,2.3481,0,469,2.77,0.0,2025-11,4.42
BM2bdkY7oJA,Ragda Pattice|Chaat special Recipe #healthierecipes24#ragdapattice,2024-04-12,158.0,39.0,24.69,0,0,2,0,52,0.5634,0,1682,2.32,0.0,2024-04,3.85
xbRxRyfdiJk,"""Flavors of India in Every Layer!""#republicday #tricolorsalad #jaihind #shorts",2025-01-25,29.0,75.0,260.96,0,0,5,0,63,1.1576,0,896,1.34,0.0,2025-01,7.94
7dTCjJUu6wU,🪔5 EASY Diwali Snacks recipes ✨,2025-10-13,287.0,44.0,15.64,0,0,6,0,47,0.586,0,1210,2.73,0.0,2025-10,12.77
3hbh2gcbyOk,Jaggery Halwa ✨ #healthierecipes24 #easyrecipe #food #goviral #shorts,2025-05-27,58.0,27.0,47.06,0,0,7,1,110,0.3312,0,546,1.83,0.0,2025-05,7.27
rpDswn0-uBQ,Ukadiche Modak✨😋🥰🌰#ganeshfried modaksteamed modak#shorts #food,2024-06-25,20.0,12.0,62.94,0,0,6,0,52,0.1539,0,619,2.58,0.0,2024-06,11.54
aPmUnl3dbPc,Secret Masala Khichdi recipe✨#healthierecipes24 #youtubevideo #recipe #masalamoongdalkhichdi,2025-11-15,228.0,30.0,13.22,0,0,11,0,58,0.4857,0,952,2.42,0.0,2025-11,18.97
Se8bkj-_wss,2 ways to cook Turai sabji and Chutney|Ridge gourd  #healthierecipes24 #ridgedgourd,2024-03-27,217.0,49.0,22.74,0,0,2,0,39,0.5346,0,771,3.24,0.0,2024-03,5.13
87AJ9XiB_7Q,9 Days 9 recipes | Navratri recipes #navratri #healthierecipes24 #9daysofnavratri ,2025-09-25,447.0,68.0,15.26,1,0,3,0,47,0.8908,1,862,3.36,2.127659574468085,2025-09,6.38
h_Jce2-xI_w,Kanda Bhajji✨🤤🔥 #kanda #bhajji #bajji #shorts #shortsfeed #foodvlogKanda bhajjifood vlogtea time,2024-04-29,57.0,20.0,35.42,0,0,7,0,37,0.2026,0,216,1.39,0.0,2024-04,18.92
d-M01eYymmM,Quickly try this Potato DUM Subji|Dum Aloo| Easy tips#shorts #dumaloo #recipe,2024-10-20,250.0,56.0,22.6,0,0,3,0,36,0.5649,0,1635,1.77,0.0,2024-10,8.33
N64YIyKrexg,Aamras🥰✨#healthierecipes24 #aamras #lifeisbutadream #food #recipe,2025-05-14,34.0,14.0,41.88,1,0,5,0,208,0.1786,1,311,0.64,0.4807692307692308,2025-05,2.4
ZO1oeFuHw-k,Veg High protein meal by Viral Gym coach Nitesh#motivation #fitness #healthylifestyle #protein #fyp,2024-07-15,29.0,21.0,74.72,1,1,5,0,35,0.2048,0,356,1.69,2.857142857142857,2024-07,14.29
5OaFjFv8GEs,Rice paste kheer | Easy Dessert Ideas #kheerrecipe  #ricekheer,2024-02-13,93.0,40.0,43.63,0,0,2,0,31,0.3494,0,772,2.72,0.0,2024-02,6.45
qTeQMhQhZtw,Quick tikki chaat #healthierecipes24 #food #tikkichaat #alootikki #shortvideo,2025-05-23,38.0,28.0,73.71,0,0,5,0,99,0.2409,0,598,0.84,0.0,2025-05,5.05
hdFF9bJeLkQ,Quick Sprouts dosa| Pesarattu| Instant chutney #pesarattu #moongdalrecipe #dosa #foryou,2024-04-03,91.0,45.0,49.53,0,0,1,0,26,0.3256,0,1032,2.23,0.0,2024-04,3.85
lKHolP1l4FY,Crispy small Corn Lolipop#healthierecipes24 #babylollies #food #short #newyearrecipe #shorts,2025-12-15,51.0,24.0,47.82,0,0,4,0,175,0.3578,0,532,2.07,0.0,2025-12,2.29
BvlL7klnKn8,Kadhi recipe for beginners✨🤌🏻😋 #kadhi #easyrecipe #healthierecipes24 #foodvlog easy recipes,2024-04-25,92.0,45.0,49.37,0,0,2,0,23,0.2902,0,1645,1.16,0.0,2024-04,8.7
MhUBYnQKHPI,Easy Upma recipe ✨ #shorts #upma #easyrecipe #comfortfood #trending,2024-02-06,46.0,19.0,43.19,0,0,4,0,26,0.138,0,759,0.66,0.0,2024-02,15.38
9nQ9ia15IpQ,Muskmelon|Healthy Summer drink|Fresh Juice#fruit #muskmelon#seasonal#homemade,2024-04-06,63.0,28.0,45.71,0,0,6,0,182,1.4557,0,497,2.62,0.0,2024-04,3.3
7ZZgnbX6snA,Mixed flour roti✨💪🏻#breakfast#healthierecipes24 #viral#fypシ#shorts food vlog,2024-05-12,51.0,40.0,80.0,0,0,8,0,25,0.2393,0,387,0.52,0.0,2024-05,32.0
Z8iEhLHTXrA,✨Very First Vlog🪔Diwali Vlog ✨🪔#diwali #healthierecipes24 #diwalispecial #diwalivlog ,2025-10-20,339.0,68.0,20.26,0,0,5,0,15,0.2861,0,408,1.47,0.0,2025-10,33.33
sTKzL-_X6IE,Nature heals🌼😇 #healthierecipes24 #nature #earlymorning #bliss,2025-04-15,16.0,22.0,138.63,0,0,5,0,42,0.0777,0,380,0.79,0.0,2025-04,11.9
atxvysnEEDs,Easy Upma#healthierecipes24 #shorts #tomato #upama #breakfast,,45.0,31.0,70.49,0,0,1,0,17,0.0804,0,5,0.0,0.0,,5.88
aAtYJhP8gU4,Appeal to YouTube,,245.0,56.0,23.18,0,0,0,0,6,0.0947,0,0,,0.0,,0.0
QrfaYIp4r2s,Crisp Comfort Sandwish#healthierecipes24 #food #recipe #sandwich #comfortfood,,40.0,25.0,64.33,0,0,1,0,5,0.0219,0,23,0.0,0.0,,20.0
6OeaaAOahfg,Sev Tamatar sabji✨#healthierecipes24 #sevtamatarkisabji #recipe #shorts,,44.0,28.0,63.86,0,0,1,0,21,0.0809,0,4,0.0,0.0,,4.76
82qw_x2L-bo,"August 25, 2025",,33.0,19.0,59.39,0,0,0,0,3,0.0109,0,6,0.0,0.0,,0.0
kSbJ9gsdZnQ,Tadka Pan dosa#healthierecipes24 #food #shorts #tadkapandosa#dosa,,59.0,57.0,97.85,0,0,1,0,25,0.1003,0,2,0.0,0.0,,4.0
Mzgt4Eya9ps,"February 5, 2025",,95.0,7.0,8.37,0,0,1,0,2,0.0044,0,3,0.0,0.0,,50.0
Dmz63VI2YEo,"October 26, 2025",,66.0,14.0,22.58,0,0,0,0,3,0.0094,0,20,5.0,0.0,,0.0
g5YVTPBgQ2Y,Potato Crispy #healthierecipes24 #snacks #recipe #shorts #batatachivda,,58.0,13.0,22.54,0,0,1,0,14,0.0279,0,4,0.0,0.0,,7.14
GNelK8DT6Dw,Nutella Cheese Toast🌰#healthierecipes24 #food#shorts#nutella #nutellacheesetoast,,41.0,34.0,84.29,0,0,1,0,18,0.0501,0,3,0.0,0.0,,5.56
